"","hexID","decID","l4hex","l4dec","idx","recapCount","firstObserved","lastObserved","x","HEX.Tag.ID","Species","Length.Inches","Client"
"601","3DD.003E297495",NA,"7495",NA,651,1,2022-07-18 11:00:00,2022-07-18 11:00:00,"Reader_Data/7-18-22-Reader-brett.csv","3DD.003E297495","Rainbow",5,"Swaney"
"602","3DD.003E297496",NA,"7496",NA,675,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E297496","Brown",14,"Behnke"
"604","3DD.003E297498","989.001042904216","7498","4216",381,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E297498","Rainbow",12,"Ransohoff"
"606","3DD.003E29749A",NA,"749A",NA,667,1,2022-07-26 11:00:00,2022-07-26 11:00:00,"Reader_Data/7-26-22-Reader.csv","3DD.003E29749A","Brown",5,"Squier"
"607","3DD.003E29749B","989.001042904219","749B","4219",319,1,2022-07-17 11:00:00,2022-07-17 11:00:00,"Reader_Data/7-17-22-Reader.csv","3DD.003E29749B","Brown",7,NA
"608","3DD.003E29749C","989.00104290422","749C","0422",551,1,2022-07-14 13:55:06,2022-07-14 13:55:06,"Reader_Data/7-14-22-Reader.csv","3DD.003E29749C","Rainbow",4,"Blinken"
"609","3DD.003E29749D","989.001042904221","749D","4221",420,1,2022-08-01 09:50:12,2022-08-01 09:50:12,"Reader_Data/8-1-22-Reader.csv","3DD.003E29749D","Brown",24,"Ames"
"610","3DD.003E29749E","989.001042904222","749E","4222",304,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E29749E","Rainbow",5,NA
"611","3DD.003E29749F",NA,"749F",NA,678,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E29749F","Rainbow",15,"Behnke"
"612","3DD.003E2974A0",NA,"74A0",NA,656,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974A0","Brown",17,"Ames"
"613","3DD.003E2974A1",NA,"74A1",NA,646,1,2022-07-16 11:00:00,2022-07-16 11:00:00,"Reader_Data/7-16-22-Reader.csv","3DD.003E2974A1","Rainbow",14,"Ransohoff"
"615","3DD.003E2974A3",NA,"74A3",NA,644,1,2022-07-16 11:00:00,2022-07-16 11:00:00,"Reader_Data/7-16-22-Reader.csv","3DD.003E2974A3","Rainbow",4,"Ransohoff"
"616","3DD.003E2974A4","989.001042904228","74A4","4228",371,1,2022-07-27 09:18:59,2022-07-27 09:18:59,"Reader_Data/7-27-22-Reader.csv","3DD.003E2974A4","Rianbow",15,NA
"617","3DD.003E2974A5","989.001042904229","74A5","4229",300,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974A5","Rainbow",5,NA
"618","3DD.003E2974A6","989.00104290423","74A6","0423",549,1,2022-07-13 10:23:04,2022-07-13 10:23:04,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974A6","Rainbow",4,NA
"619","3DD.003E2974A7",NA,"74A7",NA,665,1,2022-07-25 11:00:00,2022-07-25 11:00:00,"Reader_Data/7-25-22-Reader-brett.csv","3DD.003E2974A7","Brown",14,"Ransohoff"
"620","3DD.003E2974A8",NA,"74A8",NA,674,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E2974A8","Rainbow",16,"Behnke"
"621","3DD.003E2974A9","989.001042904233","74A9","4233",306,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974A9","",NA,NA
"622","3DD.003E2974AA","989.001042904234","74AA","4234",303,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974AA","Rainbow",4,NA
"623","3DD.003E2974AB",NA,"74AB",NA,653,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974AB","Rainbow",17,"Ames"
"624","3DD.003E2974AC","989.001042904236","74AC","4236",390,1,2022-07-29 09:29:38,2022-07-29 09:29:38,"Reader_Data/7-29-22-Reader.csv","3DD.003E2974AC","Brown",18,""
"625","3DD.003E2974AD","989.001042904237","74AD","4237",364,1,2022-07-25 09:58:53,2022-07-25 09:58:53,"Reader_Data/7-25-22-Reader.csv","3DD.003E2974AD","Rainbow",20,NA
"626","3DD.003E2974AE","989.001042904238","74AE","4238",286,1,2022-06-28 12:50:50,2022-06-28 12:50:50,"Reader_Data/6-28-22-Reader.csv","3DD.003E2974AE","Brown",16,NA
"627","3DD.003E2974AF","989.001042904239","74AF","4239",351,1,2022-07-19 08:31:25,2022-07-19 08:31:25,"Reader_Data/7-19-22-Reader.csv","3DD.003E2974AF","Rainbow",16,"Hume"
"628","3DD.003E2974B0","989.00104290424","74B0","0424",550,1,2022-07-14 09:48:48,2022-07-14 09:48:48,"Reader_Data/7-14-22-Reader.csv","3DD.003E2974B0","Rainbow",6,"Blinken"
"629","3DD.003E2974B1","989.001042904241","74B1","4241",309,1,2022-07-13 08:50:54,2022-07-13 08:50:54,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974B1","Rainbow",4,NA
"631","3DD.003E2974B3","989.001042904243","74B3","4243",285,1,2022-06-28 12:36:53,2022-06-28 12:36:53,"Reader_Data/6-28-22-Reader.csv","3DD.003E2974B3","Rrainbow",3,NA
"633","3DD.003E2974B5",NA,"74B5",NA,672,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E2974B5","Rainbow",15,"Behnke"
"636","3DD.003E2974B8","989.001042904248","74B8","4248",302,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974B8","Rainbow",4,NA
"638","3DD.003E2974BA","989.00104290425","74BA","0425",560,1,2022-07-09 11:00:00,2022-07-09 11:00:00,"Reader_Data/7-9-22-Reader.csv","3DD.003E2974BA","Rainbow",15,"Behnke"
"639","3DD.003E2974BB","989.001042904251","74BB","4251",355,1,2022-07-19 10:16:18,2022-07-19 10:16:18,"Reader_Data/7-19-22-Reader.csv","3DD.003E2974BB","Brown",19,"Hume"
"640","3DD.003E2974BD",NA,"74BD",NA,673,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E2974BD","Brown",16,"Behnke"
"641","3DD.003E2974BE","989.001042904254","74BE","4254",323,1,2022-07-17 11:00:00,2022-07-17 11:00:00,"Reader_Data/7-17-22-Reader.csv","3DD.003E2974BE","Rainbow",4,NA
"642","3DD.003E2974BF","989.001042904255","74BF","4255",298,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974BF","Rainbow",4,NA
"644","3DD.003E2974C1","989.001042904257","74C1","4257",408,1,2022-07-09 11:00:00,2022-07-09 11:00:00,"Reader_Data/7-9-22-Reader.csv","3DD.003E2974C1","Rainbow",17,"Behnke"
"645","3DD.003E2974C2",NA,"74C2",NA,654,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974C2","Brown",6,"Ames"
"646","3DD.003E2974C3",NA,"74C3",NA,660,1,2022-07-25 11:00:00,2022-07-25 11:00:00,"Reader_Data/7-25-22-Reader-brett.csv","3DD.003E2974C3","Brown",15,"Fleuchas"
"647","3DD.003E2974C4",NA,"74C4",NA,657,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974C4","Rainbow",17,"Ames"
"648","3DD.003E2974C5","989.001042904261","74C5","4261",442,1,2022-08-24 11:00:00,2022-08-24 11:00:00,"Reader_Data/8-24-22-Brett-Reader.csv","3DD.003E2974C5","Brown",14,"Herbert"
"649","3DD.003E2974C6","989.001042904262","74C6","4262",353,1,2022-07-19 09:10:42,2022-07-19 09:10:42,"Reader_Data/7-19-22-Reader.csv","3DD.003E2974C6","Rainbow",4,"Hume"
"650","3DD.003E2974C7","989.001042904263","74C7","4263",409,1,2022-07-09 11:00:00,2022-07-09 11:00:00,"Reader_Data/7-9-22-Reader.csv","3DD.003E2974C7","Rainbow",15,"Behnke"
"651","3DD.003E2974C8","989.001042904264","74C8","4264",299,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974C8","Brown",5,NA
"653","3DD.003E2974CA","989.001042904266","74CA","4266",311,1,2022-07-13 11:22:29,2022-07-13 11:22:29,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974CA","Rainbow",4,NA
"654","3DD.003E2974CB","989.001042904267","74CB","4267",366,1,2022-07-25 11:00:54,2022-07-25 11:00:54,"Reader_Data/7-25-22-Reader.csv","3DD.003E2974CB","Rainbow",16,NA
"655","3DD.003E2974CC","989.001042904268","74CC","4268",389,1,2022-07-29 08:55:44,2022-07-29 08:55:44,"Reader_Data/7-29-22-Reader.csv","3DD.003E2974CC","Brown",16,""
"656","3DD.003E2974CD","989.001042904269","74CD","4269",322,1,2022-07-17 11:00:00,2022-07-17 11:00:00,"Reader_Data/7-17-22-Reader.csv","3DD.003E2974CD","Rainbow",16,NA
"657","3DD.003E2974CE",NA,"74CE",NA,655,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974CE","Rainbow",12,"Ames"
"658","3DD.003E2974CF","989.001042904271","74CF","4271",394,1,2022-07-30 10:38:13,2022-07-30 10:38:13,"Reader_Data/7-30-22-Reader.csv","3DD.003E2974CF","Rainbow ",17,"Miller"
"659","3DD.003E2974D0","989.001042904272","74D0","4272",320,1,2022-07-17 11:00:00,2022-07-17 11:00:00,"Reader_Data/7-17-22-Reader.csv","3DD.003E2974D0","Brown",17,NA
"660","3DD.003E2974D1","989.001042904273","74D1","4273",305,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974D1","Rainbow",4,NA
"662","3DD.003E2974D3","989.001042904275","74D3","4275",301,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974D3","Rainbow",6,NA
"663","3DD.003E2974D4",NA,"74D4",NA,652,1,2022-07-21 11:00:00,2022-07-21 11:00:00,"Reader_Data/7-21-22-Reader-brett.csv","3DD.003E2974D4","Brown",21,"Ransohoff"
"664","3DD.003E2974D5","989.001042904277","74D5","4277",522,1,2022-08-31 11:00:00,2022-08-31 11:00:00,"Reader_Data/8-31-22-Reader.csv","3DD.003E2974D5","Brown",19,"Loomis"
"665","3DD.003E2974D6","989.001042904278","74D6","4278",307,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974D6","Brown",7,NA
"669","3DD.003E2974DA",NA,"74DA",NA,659,1,2022-07-22 11:00:00,2022-07-22 11:00:00,"Reader_Data/7-22-22-Reader.csv","3DD.003E2974DA","Brown",19,"Ames"
"670","3DD.003E2974DB","989.001042904283","74DB","4283",352,1,2022-07-19 08:54:03,2022-07-19 08:54:03,"Reader_Data/7-19-22-Reader.csv","3DD.003E2974DB","Rainbow",15,"Hume"
"671","3DD.003E2974DC","989.001042904284","74DC","4284",313,1,2022-07-13 13:38:42,2022-07-13 13:38:42,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974DC","Rainbow",3,NA
"672","3DD.003E2974DD","989.001042904285","74DD","4285",356,1,2022-07-25 08:20:01,2022-07-25 08:20:01,"Reader_Data/7-25-22-Reader.csv","3DD.003E2974DD","Rainbow",4,NA
"673","3DD.003E2974DE",NA,"74DE",NA,649,1,2022-07-18 11:00:00,2022-07-18 11:00:00,"Reader_Data/7-18-22-Reader-brett.csv","3DD.003E2974DE","Rainbow",3,"Swaney"
"674","3DD.003E2974DF","989.001042904287","74DF","4287",316,1,2022-07-14 09:38:20,2022-07-14 09:38:20,"Reader_Data/7-14-22-Reader.csv","3DD.003E2974DF","Brown",15,"Blinken"
"675","3DD.003E2974E0",NA,"74E0",NA,663,1,2022-07-25 11:00:00,2022-07-25 11:00:00,"Reader_Data/7-25-22-Reader-brett.csv","3DD.003E2974E0","Rainbow",6,"Ransohoff"
"676","3DD.003E2974E1","989.001042904289","74E1","4289",287,1,2022-06-29 09:14:00,2022-06-29 09:14:00,"Reader_Data/6-29-22-Reader.csv","3DD.003E2974E1","Rainbow",16,"Carl Behnke"
"677","3DD.003E2974E2","989.00104290429","74E2","0429",555,1,2022-07-27 09:12:42,2022-07-27 09:12:42,"Reader_Data/7-27-22-Reader.csv","3DD.003E2974E2","Rainbow",18,NA
"678","3DD.003E2974E3",NA,"74E3",NA,647,1,2022-07-16 11:00:00,2022-07-16 11:00:00,"Reader_Data/7-16-22-Reader.csv","3DD.003E2974E3","Brown",18,"Ransohoff"
"679","3DD.003E2974E4","989.001042904292","74E4","4292",312,1,2022-07-13 13:16:52,2022-07-13 13:16:52,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974E4","Brown",6,NA
"680","3DD.003E2974E5","989.001042904293","74E5","4293",308,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974E5","Rainbow",5,NA
"682","3DD.003E2974E9","989.001042904297","74E9","4297",321,1,2022-07-17 11:00:00,2022-07-17 11:00:00,"Reader_Data/7-17-22-Reader.csv","3DD.003E2974E9","Brown",18,NA
"683","3DD.003E2974EA","989.001042904298","74EA","4298",354,1,2022-07-19 09:21:21,2022-07-19 09:21:21,"Reader_Data/7-19-22-Reader.csv","3DD.003E2974EA","Rainbow",14,"Hume"
"684","3DD.003E2974EB",NA,"74EB",NA,676,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader.csv","3DD.003E2974EB","Rainbow",16,"Behnke"
"685","3DD.003E2974EC","989.0010429043","74EC","9043",578,1,2022-07-13 11:00:00,2022-07-13 11:00:00,"Reader_Data/7-13-22-Stalker-Brett-Reader.csv","3DD.003E2974EC","Brown",8,NA
"686","3DD.003E2974ED","989.001042904301","74ED","4301",310,1,2022-07-13 09:50:17,2022-07-13 09:50:17,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E2974ED","Rainbow",17,NA
"687","3DD.003E2974EE","989.001042904302","74EE","4302",405,1,2022-07-08 11:00:00,2022-07-08 11:00:00,"Reader_Data/7-8-22-Reader.csv","3DD.003E2974EE","Rainbow",3,"Ames"
"688","3DD.003E2974EF",NA,"74EF",NA,650,1,2022-07-18 11:00:00,2022-07-18 11:00:00,"Reader_Data/7-18-22-Reader-brett.csv","3DD.003E2974EF","Brown",7,"Swaney"
"689","3DD.003E2974F0","989.001042904304","74F0","4304",289,1,2022-06-29 12:53:23,2022-06-29 12:53:23,"Reader_Data/6-29-22-Reader.csv","3DD.003E2974F0","Rainbow",10,"Carl Behnke"
"690","3DD.003E2974F1","989.001042904305","74F1","4305",317,1,2022-07-14 11:21:37,2022-07-14 11:21:37,"Reader_Data/7-14-22-Reader.csv","3DD.003E2974F1","Rainbow",6,"Blinken"
"691","989.001040548139",NA,"8139",NA,612,1,2022-04-28 11:00:00,2022-04-28 11:00:00,"Reader_Data/6-23-22-Reader.csv","989.001040548139","Brown",15.3,NA
"2","3DD.003E057---",NA,"7---",NA,586,0,NA,NA,NA,NA,NA,NA,NA
"3","3DD.003E057E06",NA,"7E06",NA,583,0,NA,NA,NA,NA,NA,NA,NA
"4","3DD.003E057ED4","989.00104054754","7ED4","4754",526,0,NA,NA,NA,"3DD.003E057ED4",NA,NA,NA
"14","3DD.003E057EDE","989.00104054755","7EDE","4755",528,0,NA,NA,NA,"3DD.003E057EDE",NA,NA,NA
"24","3DD.003E057EE8","989.00104054756","7EE8","4756",524,0,NA,NA,NA,"3DD.003E057EE8",NA,NA,NA
"28","3DD.003E057EEC","989.001040547564","7EEC","7564",23,0,NA,NA,NA,"3DD.003E057EEC",NA,NA,NA
"33","3DD.003E057EF2","989.00104054757","7EF2","4757",525,0,NA,NA,NA,"3DD.003E057EF2",NA,NA,NA
"36","3DD.003E057EF5",NA,"7EF5",NA,581,0,NA,NA,NA,NA,NA,NA,NA
"41","3DD.003E057EFA","989.001040547578","7EFA","7578",72,0,NA,NA,NA,"3DD.003E057EFA",NA,NA,NA
"45","3DD.003E057EFF","989.001040547583","7EFF","7583",14,0,NA,NA,NA,"3DD.003E057EFF",NA,NA,NA
"47","3DD.003E057F01",NA,"7F01",NA,584,0,NA,NA,NA,NA,NA,NA,NA
"48","3DD.003E057F02","989.001040547586","7F02","7586",28,0,NA,NA,NA,"3DD.003E057F02",NA,NA,NA
"51","3DD.003E057F05","989.001040547589","7F05","7589",74,0,NA,NA,NA,"3DD.003E057F05",NA,NA,NA
"52","3DD.003E057F06","989.00104054759","7F06","4759",523,0,NA,NA,NA,"3DD.003E057F06",NA,NA,NA
"61","3DD.003E057F0F","989.001040547599","7F0F","7599",54,0,NA,NA,NA,"3DD.003E057F0F",NA,NA,NA
"62","3DD.003E057F10","989.0010405476","7F10","5476",574,0,NA,NA,NA,"3DD.003E057F10",NA,NA,NA
"91","3DD.003E057F2E","989.00104054763","7F2E","4763",529,0,NA,NA,NA,"3DD.003E057F2E",NA,NA,NA
"96","3DD.003E057F33","989.001040547635","7F33","7635",9,0,NA,NA,NA,"3DD.003E057F33",NA,NA,NA
"101","3DD.003E057FID",NA,"7FID",NA,582,0,NA,NA,NA,NA,NA,NA,NA
"102","3DD.003E057FOD",NA,"7FOD",NA,585,0,NA,NA,NA,NA,NA,NA,NA
"103","3DD.003E058---",NA,"8---",NA,588,0,NA,NA,NA,NA,NA,NA,NA
"104","3DD.003E0580C8","989.00104054804","80C8","4804",533,0,NA,NA,NA,"3DD.003E0580C8",NA,NA,NA
"114","3DD.003E0580D2","989.00104054805","80D2","4805",535,0,NA,NA,NA,"3DD.003E0580D2",NA,NA,NA
"115","3DD.003E0580D3",NA,"80D3",NA,587,0,NA,NA,NA,NA,NA,NA,NA
"124","3DD.003E0580DC","989.00104054806","80DC","4806",534,0,NA,NA,NA,"3DD.003E0580DC",NA,NA,NA
"134","3DD.003E0580E6","989.00104054807","80E6","4807",531,0,NA,NA,NA,"3DD.003E0580E6",NA,NA,NA
"154","3DD.003E0580FA","989.00104054809","80FA","4809",532,0,NA,NA,NA,"3DD.003E0580FA",NA,NA,NA
"162","3DD.003E058104","989.0010405481","8104","5481",575,0,NA,NA,NA,"3DD.003E058104",NA,NA,NA
"172","3DD.003E05810E","989.00104054811","810E","4811",536,0,NA,NA,NA,"3DD.003E05810E",NA,NA,NA
"182","3DD.003E058118","989.00104054812","8118","4812",530,0,NA,NA,NA,"3DD.003E058118",NA,NA,NA
"192","3DD.003E058122","989.00104054813","8122","4813",537,0,NA,NA,NA,"3DD.003E058122",NA,NA,NA
"235","3DD.003E1BF1B8",NA,"F1B8",NA,592,0,NA,NA,NA,NA,NA,NA,NA
"236","3DD.003E1BF1BA",NA,"F1BA",NA,596,0,NA,NA,NA,NA,NA,NA,NA
"239","3DD.003E1BF1BD","989.001042018749","F1BD","8749",237,0,NA,NA,NA,"3DD.003E1BF1BD",NA,NA,NA
"240","3DD.003E1BF1BE","989.00104201875","F1BE","1875",540,0,NA,NA,NA,"3DD.003E1BF1BE",NA,NA,NA
"245","3DD.003E1BF1C5",NA,"F1C5",NA,590,0,NA,NA,NA,NA,NA,NA,NA
"247","3DD.003E1BF1C7",NA,"F1C7",NA,589,0,NA,NA,NA,NA,NA,NA,NA
"248","3DD.003E1BF1C8","989.00104201876","F1C8","1876",545,0,NA,NA,NA,"3DD.003E1BF1C8",NA,NA,NA
"252","3DD.003E1BF1CC","989.001042018764","F1CC","8764",191,0,NA,NA,NA,"3DD.003E1BF1CC",NA,NA,NA
"258","3DD.003E1BF1D2","989.00104201877","F1D2","1877",543,0,NA,NA,NA,"3DD.003E1BF1D2",NA,NA,NA
"268","3DD.003E1BF1DC","989.00104201878","F1DC","1878",544,0,NA,NA,NA,"3DD.003E1BF1DC",NA,NA,NA
"277","3DD.003E1BF1E6","989.00104201879","F1E6","1879",539,0,NA,NA,NA,"3DD.003E1BF1E6",NA,NA,NA
"284","3DD.003E1BF1F0","989.0010420188","F1F0","0188",576,0,NA,NA,NA,"3DD.003E1BF1F0",NA,NA,NA
"290","3DD.003E1BF1F6",NA,"F1F6",NA,591,0,NA,NA,NA,NA,NA,NA,NA
"291","3DD.003E1BF1F7",NA,"F1F7",NA,593,0,NA,NA,NA,NA,NA,NA,NA
"292","3DD.003E1BF1F8",NA,"F1F8",NA,594,0,NA,NA,NA,NA,NA,NA,NA
"294","3DD.003E1BF1FA","989.00104201881","F1FA","1881",541,0,NA,NA,NA,"3DD.003E1BF1FA",NA,NA,NA
"304","3DD.003E1BF204","989.00104201882","F204","1882",542,0,NA,NA,NA,"3DD.003E1BF204",NA,NA,NA
"308","3DD.003E1BF208",NA,"F208",NA,595,0,NA,NA,NA,NA,NA,NA,NA
"314","3DD.003E1BF20E","989.00104201883","F20E","1883",547,0,NA,NA,NA,"3DD.003E1BF20E",NA,NA,NA
"322","3DD.003E1BF217","989.001042018839","F217","8839",220,0,NA,NA,NA,"3DD.003E1BF217",NA,NA,NA
"323","3DD.003E1BF218","989.00104201884","F218","1884",546,0,NA,NA,NA,"3DD.003E1BF218",NA,NA,NA
"324","3DD.003E1D1CBA","989.00104209529","1CBA","9529",571,0,NA,NA,NA,"3DD.003E1D1CBA","Brown",7,"Loomis"
"326","3DD.003E1D1CCA","989.001042095306","1CCA","5306",510,0,NA,NA,NA,"3DD.003E1D1CCA","Rainbow",6,"Loomis"
"331","3DD.003E1D1D03","989.001042095363","1D03","5363",505,0,NA,NA,NA,"3DD.003E1D1D03","Rainbow",14,"deReuse"
"339","3DD.003E1F0DD0","989.001042222544","0DD0","2544",470,0,NA,NA,NA,"3DD.003E1F0DD0",NA,NA,NA
"347","3DD.003E1F0DD8",NA,"0DD8",NA,691,0,NA,NA,NA,"3DD.003E1F0DD8","Rainbow",5,"Behnke"
"358","3DD.003E1F0DE4","989.001042222564","0DE4","2564",468,0,NA,NA,NA,"3DD.003E1F0DE4",NA,NA,NA
"359","3DD.003E1F0DE5","989.001042222565","0DE5","2565",469,0,NA,NA,NA,"3DD.003E1F0DE5",NA,NA,NA
"384","3DD.003E1F0DFF","989.001042222591","0DFF","2591",454,0,NA,NA,NA,"3DD.003E1F0DFF",NA,NA,NA
"393","3DD.003E1F0E08","989.0010422226","0E08","2226",580,0,NA,NA,NA,"3DD.003E1F0E08","Rainbow",6,"Loomis"
"394","3DD.003E1F0E09","989.001042222601","0E09","2601",480,0,NA,NA,NA,"3DD.003E1F0E09","Brown",18,"Loomis"
"396","3DD.003E1F0E0B","989.001042222603","0E0B","2603",478,0,NA,NA,NA,"3DD.003E1F0E0B","Rainbow",6,"Loomis"
"401","3DD.003E1F0E10","989.001042222608","0E10","2608",455,0,NA,NA,NA,"3DD.003E1F0E10",NA,NA,NA
"404","3DD.003E1F0E13","989.001042222611","0E13","2611",509,0,NA,NA,NA,"3DD.003E1F0E13","Rainbow",6,"Loomis"
"416","3DD.003E1F0E20","989.001042222624","0E20","2624",477,0,NA,NA,NA,"3DD.003E1F0E20","Rainbow",16,"Loomis"
"426","3DD.003E1F0E2B","989.001042222635","0E2B","2635",479,0,NA,NA,NA,"3DD.003E1F0E2B","Rainbow",10,"Loomis"
"428","3DD.003E1F0E2D","989.001042222637","0E2D","2637",456,0,NA,NA,NA,"3DD.003E1F0E2D",NA,NA,NA
"430","3DD.003E1F0E2F","989.001042222639","0E2F","2639",481,0,NA,NA,NA,"3DD.003E1F0E2F","Brown",4,"Loomis"
"448","3DD.003E1F0E52","989.001042222674","0E52","2674",383,0,NA,NA,NA,"3DD.003E1F0E52","",NA,""
"483","3DD.003E1F0E81","989.001042222721","0E81","2721",434,0,NA,NA,NA,"3DD.003E1F0E81","",NA,"Wolfson"
"583","3DD.003E281ABB",NA,"1ABB",NA,638,0,NA,NA,NA,"3DD.003E281ABB","Brown",17,"Blinken"
"593","3DD.003E287FOA",NA,"7FOA",NA,601,0,NA,NA,NA,"3DD.003E287FOA","",NA,NA
"596","3DD.003E297490","989.001042904208","7490","4208",374,0,NA,NA,NA,"3DD.003E297490","Brown",16,NA
"603","3DD.003E297497","989.001042904215","7497","4215",377,0,NA,NA,NA,"3DD.003E297497","Brown",17,NA
"605","3DD.003E297499","989.001042904217","7499","4217",283,0,NA,NA,NA,"3DD.003E297499","Brown",17,NA
"614","3DD.003E2974A2","989.001042904226","74A2","4226",391,0,NA,NA,NA,"3DD.003E2974A2","Brown",17,""
"632","3DD.003E2974B4","989.001042904244","74B4","4244",376,0,NA,NA,NA,"3DD.003E2974B4","Brown",17,NA
"634","3DD.003E2974B6","989.001042904246","74B6","4246",373,0,NA,NA,NA,"3DD.003E2974B6","Brown",17,NA
"635","3DD.003E2974B7","989.001042904247","74B7","4247",372,0,NA,NA,NA,"3DD.003E2974B7","Brown",20,NA
"643","3DD.003E2974C0","989.001042904256","74C0","4256",375,0,NA,NA,NA,"3DD.003E2974C0","Brown",15,NA
"666","3DD.003E2974D7","989.001042904279","74D7","4279",471,0,NA,NA,NA,"3DD.003E2974D7",NA,NA,NA
"667","3DD.003E2974D8","989.00104290428","74D8","0428",556,0,NA,NA,NA,"3DD.003E2974D8","Brown",17,NA
"668","3DD.003E2974D9",NA,"74D9",NA,677,0,NA,NA,NA,"3DD.003E2974D9","Brown",13,"Behnke"
"681","3DD.003E2974E6","989.001042904294","74E6","4294",284,0,NA,NA,NA,"3DD.003E2974E6","Rainbow",3,NA
